Organization_Site,Country,Data_type,Data_level,Age_range_low,Age_range_high,Numerator,Denominator,Percent,Estimates,TB Type,Gender,Population,CDR,Comments,Data_Year_Min,Data_Year_Max,Data_source
PGIMER (Mauli Jagran),India,TB prevalence,Site,18,20,5,42,0.1191,,SS+,Both,TB patients (SS+),,"
?Mauli Jagran residents",2011,2011,"
?Site Presentation"
PGIMER (Mauli Jagran),India,TB prevalence,Site,21,30,12,42,0.2857,,SS+,Both,TB patients (SS+),,"
?Mauli Jagran residents",2011,2011,"
Site Presentation?"
PHRU (Klerksdorp),South Africa,HIV incidence,District,15,49,,,0.0160,,,Both,Community,,"
?In NW Province",2010,2010,"
2012 TB018 presentation?"
PHRU (Klerksdorp),South Africa,HIV incidence,District,0,100,,,0.0150,,,Both,Community,,"
Per year for same age group",2010,2010,"
2012 TB018 presentation
ASSA?"
PHRU (Klerksdorp),South Africa,HIV incidence,Site,0,100,,,0.0360,,,Both,High-risk population (HHC),,,2012,2012,"
TB018 presentation?"
PHRU (Klerksdorp),South Africa,HIV prevalence,District,15,49,,,0.2900,,,Both,Community,,,2012,2012,"
PQV?"
PHRU (Klerksdorp),South Africa,HIV prevalence,Site,0,100,,,0.7000,,,Both,TB patients (incident cases),,,2012,2012,"
PQV?"
PHRU (Klerksdorp),South Africa,HIV prevalence,Site,15,100,,,0.3700,,,Female only,ANC screening,,,2012,2012,"
PQV?"
PHRU (Klerksdorp),South Africa,HIV prevalence,Site,0,100,,,0.0040,,,Both,Community,,,2012,2012,"
TB018 presentation?"
PHRU (Klerksdorp),South Africa,HIV prevalence,District,15,100,,,0.2920,,,Female only,ANC screening,,,2010,2010,"
2012 TB018 presentation?"
PHRU (Klerksdorp),South Africa,HIV prevalence,Site,0,100,,,0.1500,,,Both,High-risk population (HHC),,,2012,2012,"
TB018 presentation? (could not find cited article)"
PHRU (Klerksdorp),South Africa,LTBI prevalence - IGRA,Site,5,5,180,"1,200",0.1500,Numerator estimated from percent and denominator,,Both,Community,,,2012,2012,"
TB018 presentation?"
PHRU (Klerksdorp),South Africa,LTBI prevalence - IGRA,Site,7,7,140,700,0.2000,Numerator estimated from percent and denominator,,Both,Community,,,2012,2012,"
TB018 presentation?"
PHRU (Klerksdorp),South Africa,TB incidence,District,0,100,"4,000","421,053",0.0095,Denominator estimated from percent and numerator,Registered/notified,Both,Community,,,2010,2010,"
?2012 TB018 presentation"
PHRU (Klerksdorp),South Africa,TB incidence,Site,15,49,,,0.0180,,,Both,High-risk population (HHC),,,2012,2012,"
TB018 presentation?"
PHRU (Klerksdorp),South Africa,TB prevalence,Site,0,100,44,720,0.0600,Numerator estimated from percent and denominator,,Both,High-risk population (HHC),,,2012,2012,"
TB018 presentation?"
PHRU (Klerksdorp),South Africa,TB prevalence,Site,15,100,51,"1,500",0.0340,Numerator estimated from percent and denominator,,Female only,ANC screening;#HIV+ population,,,2012,2012,"
TB018 presentation?"
PHRU (Soweto),South Africa,HIV incidence,District,15,49,"62,088","4,434,827",0.0140,Numerator estimated from percent and denominator,,Both,Community,,"
+?0.9% per year",2010,2010,"
2012 TB018 presentation?"
PHRU (Soweto),South Africa,HIV incidence,Site,18,49,202,"5,039",0.0400,Numerator estimated from percent and denominator,,Both,Community,,,2005,2005,"
?2012 TB018 presentation
Padian 2008 Diaphragm and lubricant gel for prevention of HIV acquisition in southern African women: a randomised controlled trial
  "
PHRU (Soweto),South Africa,HIV prevalence,Site,15,100,,,0.3000,,,Female only,ANC screening,,,2012,2012,"
2012 TB018 presentation?"
PHRU (Soweto),South Africa,HIV prevalence,Site,0,0,0,9,0.0000,,,Both,Trial (clinical),,"
?Cohort 1; age 168-196 days",2015 05 22,2015 05 22,"
?C-015-404"
PHRU (Soweto),South Africa,HIV prevalence,Site,0,0,0,8,0.0000,,,Both,Trial (clinical),,"
?Cohort 2; age 168-196 days",2015 05 22,2015 05 22,"
?C-015-404"
PHRU (Soweto),South Africa,HIV prevalence,Site,0,0,0,10,0.0000,,,Both,Trial (clinical),,"
?Cohort 3A; age 168-189 days",2015 05 22,2015 05 22,"
?C-015-404"
PHRU (Soweto),South Africa,HIV prevalence,Site,0,0,0,23,0.0000,,,Both,Trial (clinical),,"
?Cohort 3B; age 168-189 days",2015 05 22,2015 05 22,"
?C-015-404"
PHRU (Soweto),South Africa,HIV prevalence,Site,0,0,0,23,0.0000,,,Both,Trial (clinical),,"
?Cohort 4; age 84-98 days",2015 05 22,2015 05 22,"
?C-015-404"
PHRU (Soweto),South Africa,HIV prevalence,Site,0,0,0,48,0.0000,,,Both,Trial (clinical),,,2012,2012,"
?C-029-402
?"
PHRU (Soweto),South Africa,HIV prevalence,Site,18,52,0,158,0.0000,,,Both,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
PHRU (Soweto),South Africa,HIV prevalence,Site,18,52,0,109,0.0000,,,Male only,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
PHRU (Soweto),South Africa,HIV prevalence,Site,18,52,0,49,0.0000,,,Female only,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
PHRU (Soweto),South Africa,HIV prevalence,Site,18,22,0,48,0.0000,,,Both,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
PHRU (Soweto),South Africa,HIV prevalence,Site,23,27,0,47,0.0000,,,Both,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
PHRU (Soweto),South Africa,HIV prevalence,Site,28,32,0,36,0.0000,,,Both,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
PHRU (Soweto),South Africa,HIV prevalence,Site,33,37,0,12,0.0000,,,Both,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
PHRU (Soweto),South Africa,HIV prevalence,Site,38,42,0,10,0.0000,,,Both,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
PHRU (Soweto),South Africa,HIV prevalence,Site,43,47,0,2,0.0000,,,Both,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
PHRU (Soweto),South Africa,HIV prevalence,Site,48,52,0,3,0.0000,,,Both,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
PHRU (Soweto),South Africa,HIV prevalence,Site,0,0,0,25,0.0000,,,Both,Trial (clinical),,"
?Cohort 5; age 84-98 days",2015 07 15,2015 07 15,"
?C-015-404"
PHRU (Soweto),South Africa,HIV prevalence,Site,0,100,,,0.2500,,,Both,Community,,"
?In Soweto",2012,2012,"
2012 TB018 presentation?"
PHRU (Soweto),South Africa,HIV prevalence,Site,0,100,552,"3,419",0.1615,,,Both,HIV+ population,,"
At PHRU VCT in Q1 2012",2012,2012,"
2012 TB018 presentation?"
PHRU (Soweto),South Africa,LTBI prevalence - IGRA,Site,0,0,0,9,0.0000,,,Both,Trial (clinical),,"
?Cohort 1; age 168-196 days",2015 05 22,2015 05 22,"
?C-015-404"
PHRU (Soweto),South Africa,LTBI prevalence - IGRA,Site,0,0,0,8,0.0000,,,Both,Trial (clinical),,"
?Cohort 2; age 168-196 days",2015 05 22,2015 05 22,"
?C-015-404"
PHRU (Soweto),South Africa,LTBI prevalence - IGRA,Site,0,0,0,10,0.0000,,,Both,Trial (clinical),,"
?Cohort 3A; age 168-189 days",2015 05 22,2015 05 22,"
?C-015-404"
PHRU (Soweto),South Africa,LTBI prevalence - IGRA,Site,0,0,0,23,0.0000,,,Both,Trial (clinical),,"
?Cohort 3B; age 168-189 days",2015 05 22,2015 05 22,"
?C-015-404"
PHRU (Soweto),South Africa,LTBI prevalence - IGRA,Site,0,0,1,23,0.0435,,,Both,Trial (clinical),,"
?Cohort 4; age 84-98 days; no age data to determine mean age of infection",2015 05 22,2015 05 22,"
?C-015-404"
PHRU (Soweto),South Africa,LTBI prevalence - IGRA,Site,0,0,0,48,0.0000,,,Both,Trial (clinical),,"
?0.39 yo is mean age of infection",2012,2012,"
?C-029-402
?"
PHRU (Soweto),South Africa,LTBI prevalence - IGRA,Site,0,0,2,25,0.0800,,,Both,Trial (clinical),,"
?Cohort 5; age 84-98 days; 0.20 yo is mean age of infection",2015 07 15,2015 07 15,"
C-015-404 ?"
PHRU (Soweto),South Africa,LTBI prevalence - IGRA,Site,18,52,85,158,0.5380,,,Both,Trial (clinical),,"
?27.42 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
?TB018"
PHRU (Soweto),South Africa,LTBI prevalence - IGRA,Site,18,52,61,109,0.5596,,,Male only,Trial (clinical),,"
?27.42 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
?TB018"
PHRU (Soweto),South Africa,LTBI prevalence - IGRA,Site,18,52,24,49,0.4898,,,Female only,Trial (clinical),,"
?27.42 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
?TB018"
PHRU (Soweto),South Africa,LTBI prevalence - IGRA,Site,18,22,30,48,0.6250,,,Both,Trial (clinical),,"
?27.42 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
?TB018"
PHRU (Soweto),South Africa,LTBI prevalence - IGRA,Site,23,27,21,47,0.4468,,,Both,Trial (clinical),,"
?27.42 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
?TB018"
PHRU (Soweto),South Africa,LTBI prevalence - IGRA,Site,28,32,21,36,0.5833,,,Both,Trial (clinical),,"
?27.42 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
?TB018"
PHRU (Soweto),South Africa,LTBI prevalence - IGRA,Site,33,37,7,12,0.5833,,,Both,Trial (clinical),,"
?27.42 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
?TB018"
PHRU (Soweto),South Africa,LTBI prevalence - IGRA,Site,38,42,3,10,0.3000,,,Both,Trial (clinical),,"
?27.42 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
?TB018"
PHRU (Soweto),South Africa,LTBI prevalence - IGRA,Site,43,47,2,2,1.0000,,,Both,Trial (clinical),,"
?27.42 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
?TB018"
PHRU (Soweto),South Africa,LTBI prevalence - IGRA,Site,48,52,1,3,0.3333,,,Both,Trial (clinical),,"
?27.42 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
?TB018"
PHRU (Soweto),South Africa,TB incidence,District,0,100,"28,826","4,434,827",0.0065,Numerator estimated from percent and denominator,,Both,Community,,,2010,2010,"
2012 TB018 presentation?"
PHRU (Soweto),South Africa,TB incidence,Site,18,100,10,"1,454",0.0069,Numerator estimated from percent and denominator,PTB,Female only,ANC screening;#HIV+ population,,,2009,2009,"
2012 ?TB018 presentation
Gounder 2012 Active Tuberculosis Case-Finding among Pregnant Women Presenting to Antenatal Clinics in Soweto, South Africa"
PHRU (Soweto),South Africa,TB incidence,Site,18,100,5,"2,483",0.0020,Numerator estimated from percent and denominator,PTB,Female only,ANC screening;#HIV- population,,,2009,2009,"
?2012 TB018 presentation
Gounder 2012 Active Tuberculosis Case-Finding among Pregnant Women Presenting to Antenatal Clinics in Soweto, South Africa
"
Pingguo CDC (Pingguo County),China,TB prevalence - drug resistant,Site,30,60,46,324,0.1420,,MDR,Both,TB patients (receiving treatment),,,2009,2012,"
Yang 2015 Transmission of mycobacterium tuberculosis in China: a population-based molecular epidemiologic study ?"
RUHSA (K.V. Kuppam),India,HIV incidence,Site,15,100,,,0.0038,,,Female only,ANC screening,,,2012,2012,"
PQV?"
RUHSA (K.V. Kuppam),India,HIV prevalence,District,0,100,2,70,0.0286,,,Both,TB patients (incident cases),,,2011,2011,"
PQV?"
RUHSA (K.V. Kuppam),India,TB incidence,Site,0,100,,,0.0007,,SS+,Both,Community,,"
Residents of RUHSA or Vaduganthangal ",2010,2010,"
Site presentation?"
RUHSA (K.V. Kuppam),India,TB incidence,Site,0,100,,,0.0006,,SS+,Both,Community,,"
Residents of RUHSA or Vaduganthangal  ",2011,2011,"
Site presentation?"
RUHSA (K.V. Kuppam),India,TB incidence,Site,20,50,,,0.0008,,SS+,Both,Community,,"
?Estimated SS+ rate among adult residents",2010,2010,"
?Site Presentation"
RUHSA (K.V. Kuppam),India,TB incidence,Site,20,50,,,0.0008,,"SS+;#Probable (e.g., clinically diagnosed)",Both,Community,,"
?Estimated SS+ rate among adult residents",2011,2011,"
Site Presentation?"
RUHSA (K.V. Kuppam),India,TB incidence,Site,0,100,,,0.0010,,SS+;#SS-,Both,Community,,"
?Estimated SS+ and SS- rate among residents",2010,2010,"
Site Presentation?"
RUHSA (K.V. Kuppam),India,TB incidence,Site,0,100,,,0.0011,,SS+;#SS-,Both,Community,,"
??Estimated SS+ and SS- rate among residents ",2011,2011,"
Site Presentation?"
RUHSA (K.V. Kuppam),India,TB incidence,Site,20,50,,,0.0012,,SS+;#SS-,Both,Community,,"
?Estimated SS+ and SS- rate among adult residents",2010,2010,"
Site Presentation?"
RUHSA (K.V. Kuppam),India,TB incidence,Site,20,50,,,0.0012,,SS+;#SS-,Both,Community,,"
?Estimated SS+ and SS- rate among adult residents ",2011,2011,"
Site Presentation?"
RUHSA (K.V. Kuppam),India,TB prevalence,Site,0,100,64,169,0.3787,,SS+,Male only,TB patients (incident cases),,"
?Vellore District",2010,2010,"
Site presentation ?"
RUHSA (K.V. Kuppam),India,TB prevalence,Site,0,100,22,169,0.1302,,SS+,Female only,TB patients (incident cases),,"
?Vellore District",2010,2010,"
Site presentation?"
RUHSA (K.V. Kuppam),India,TB prevalence,Site,0,100,59,193,0.3057,,SS+,Male only,TB patients (incident cases),,"
?Vellore District",2011,2011,"
Site Presentation?"
RUHSA (K.V. Kuppam),India,TB prevalence,Site,0,100,21,193,0.1088,,SS+,Female only,TB patients (incident cases),,"
?Vellore District",2011,2011,"
Site Presentation?"
SATVI,South Africa,HIV incidence,Site,18,100,3,11,0.2727,,,Both,Trial (epidemiological),,"
?NTM+ participants?",2012,2012,"
NTM presentation?"
SATVI,South Africa,HIV incidence,Site,18,100,21,88,0.2386,,,Both,LTBI+ population;#Trial (epidemiological),,"
  ",2012,2012,"
NTM presentation?"
SATVI,South Africa,HIV prevalence,Site,12,17,2,"1,916",0.0010,,,Both,Trial (clinical),,"
?15.11 yo is mean age of infection",2015 06 04,2015 06 04,"
C-040-404"
SATVI,South Africa,HIV prevalence,Site,0,0,2,109,0.0194,,,Both,Trial (epidemiological),,,2012,2012,"
??NTM presentation"
SATVI,South Africa,HIV prevalence,Site,18,50,7,227,0.0308,,,Both,Trial (clinical),,"
All immunodeficiency, including HIV",2015 05 12,2015 05 12,"
IDRI-114?"
SATVI,South Africa,HIV prevalence,Site,18,50,12,408,0.0294,,,Both,Trial (clinical),,,2015 05 20,2015 05 20,"
?C-035-456"
SATVI,South Africa,HIV prevalence,Site,0,0,0,268,0.0000,,,Both,Trial (clinical),,,2011,2012,"
?C-029-402
?"
SATVI,South Africa,HIV prevalence,Site,18,52,49,867,0.0565,,,Both,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
SATVI,South Africa,HIV prevalence,Site,18,52,22,347,0.0634,,,Male only,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
SATVI,South Africa,HIV prevalence,Site,18,52,27,530,0.0509,,,Female only,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
SATVI,South Africa,HIV prevalence,Site,18,22,6,244,0.0246,,,Both,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
SATVI,South Africa,HIV prevalence,Site,23,27,12,189,0.0635,,,Both,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
SATVI,South Africa,HIV prevalence,Site,28,32,19,134,0.1418,,,Both,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
SATVI,South Africa,HIV prevalence,Site,33,37,8,114,0.0702,,,Both,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
SATVI,South Africa,HIV prevalence,Site,38,42,2,75,0.0267,,,Both,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
SATVI,South Africa,HIV prevalence,Site,43,47,2,89,0.0225,,,Both,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
SATVI,South Africa,HIV prevalence,Site,48,52,0,22,0.0000,,,Both,Trial (clinical),,,2015 07 01 ,2015 07 01 ,"
?TB018"
SATVI,South Africa,HIV prevalence,Site,18,59,7,126,0.0556,,,Both,Trial (clinical),,,2011,2012,"
Luabeya 2015 ?First-in-human trial of the post-exposuretuberculosis vaccine H56:IC31 in Mycobacteriumtuberculosis infected and non-infected healthy adults"
SATVI,South Africa,HIV prevalence,Site,0,0,0,7,0.0000,,,Both,Trial (clinical),,"
?Cohort 5; age 84-98 days",2015 07 15,2015 07 15,"
?C-015-404"
SATVI,South Africa,LTBI incidence - IGRA,Site,12,18,"1,607","2,860",0.5619,,,Both,Trial (epidemiological),,"
At 1 year follow-up",2000,2000,"
?SATVI ACS"
SATVI,South Africa,LTBI incidence - IGRA,Site,12,12,2,6,0.3333,,,Both,Trial (epidemiological),,"
?At 1 year follow-up",2000,2000,"
SATVI ACS?"
SATVI,South Africa,LTBI incidence - IGRA,Site,13,13,191,370,0.5162,,,Both,Trial (epidemiological),,"
?At 1 year follow-up",2000,2000,"
??SATVI ACS"
SATVI,South Africa,LTBI incidence - IGRA,Site,14,14,294,603,0.4876,,,Both,Trial (epidemiological),,"
??At 1 year follow-up",2000,2000,"
????SATVI ACS"
SATVI,South Africa,LTBI incidence - IGRA,Site,15,15,385,676,0.5695,,,Both,Trial (epidemiological),,"
??At 1 year follow-up",2000,2000,"
SATVI ACS?"
SATVI,South Africa,LTBI incidence - IGRA,Site,16,16,343,582,0.5894,,,Both,Trial (epidemiological),,"
??At 1 year follow-up",2000,2000,"
SATVI ACS?"
SATVI,South Africa,LTBI incidence - IGRA,Site,17,17,257,456,0.5636,,,Both,Trial (epidemiological),,"
??At 1 year follow-up",2000,2000,"
SATVI ACS?"
SATVI,South Africa,LTBI incidence - IGRA,Site,18,18,135,200,0.6750,,,Both,Trial (epidemiological),,"
??At 1 year follow-up",2000,2000,"
SATVI ACS?"
SATVI,South Africa,LTBI incidence - IGRA,Site,12,18,34,"5,244",0.0064,Numerator estimated from percent and denominator,,Both,Trial (epidemiological),,,2011,2011,"
?Mahomed 2011 The Tuberculin Skin Test versus QuantiFERON TB Gold® in Predicting Tuberculosis Disease in an Adolescent Cohort Study in South Africa?"
SATVI,South Africa,LTBI incidence - TST,Site,12,18,"1,618","2,533",0.6388,,,Both,Trial (epidemiological),,"
TST induration =>5mm; At 1 year follow-up",2000,2000,"
?SATVI ACS"
SATVI,South Africa,LTBI incidence - TST,Site,12,12,3,6,0.5000,,,Both,Trial (epidemiological),,"
?TST induration =>5mm; At 1 year follow-up",2000,2000,"
SATVI ACS?"
SATVI,South Africa,LTBI incidence - TST,Site,13,13,195,337,0.5786,,,Both,Trial (epidemiological),,"
??TST induration =>5mm; At 1 year follow-up",2000,2000,"
SATVI ACS?"
SATVI,South Africa,LTBI incidence - TST,Site,14,14,313,533,0.5872,,,Both,Trial (epidemiological),,"
??TST induration =>5mm; At 1 year follow-up",2000,2000,"
SATVI ACS?"
SATVI,South Africa,LTBI incidence - TST,Site,15,15,382,596,0.6409,,,Both,Trial (epidemiological),,"
???TST induration =>5mm; At 1 year follow-up",2000,2000,"
SATVI ACS?"
SATVI,South Africa,LTBI incidence - TST,Site,16,16,347,519,0.6686,,,Both,Trial (epidemiological),,"
???TST induration =>5mm; At 1 year follow-up",2000,2000,"
SATVI ACS?"
SATVI,South Africa,LTBI incidence - TST,Site,17,17,250,373,0.6702,,,Both,Trial (epidemiological),,"
???TST induration =>5mm; At 1 year follow-up",2000,2000,"
SATVI ACS?"
SATVI,South Africa,LTBI incidence - TST,Site,18,18,128,169,0.7574,,,Both,Trial (epidemiological),,"
??TST induration =>5mm; At 1 year follow-up",2000,2000,"
SATVI ACS?"
SATVI,South Africa,LTBI incidence - TST,Site,0,0,14,70,0.2000,,,Both,Trial (epidemiological),,"
?Among NTM+ participants
19 months median age; TST cut-off not provided",2006,2009,"
?NTM presentation"
SATVI,South Africa,LTBI incidence - TST,Site,0,0,13,20,0.6500,,,Both,LTBI+ population;#Trial (epidemiological),,"
?8 months median age; TST cut-off not provided",2006,2009,"
NTM presentation?"
SATVI,South Africa,LTBI incidence - TST,Site,0,0,3,28,0.1071,,,Both,Trial (epidemiological),,"
?Among NTM+ participants
18 months median age; TST cut-off not provided",2012,2012,"
NTM presentation?"
SATVI,South Africa,LTBI incidence - TST,Site,0,0,10,22,0.4546,,,Both,LTBI+ population;#Trial (epidemiological),,"
14 months median age; TST cut-off not provided",2012,2012,"
NTM presentation?"
SATVI,South Africa,LTBI incidence - TST,Site,12,18,37,"5,244",0.0070,Numerator estimated from percent and denominator,,Both,Trial (epidemiological),,"
?TST induration =>10mm",2011,2011,"
?Mahomed 2011 The Tuberculin Skin Test versus QuantiFERON TB Gold® in Predicting Tuberculosis Disease in an Adolescent Cohort Study in South Africa"
SATVI,South Africa,LTBI prevalence - IGRA,Site,12,17,"1,233","1,916",0.6435,,,Both,Trial (clinical),,"
?15.15 yo is mean age of infection",2015 06 04,2015 06 04,"
C-040-404"
SATVI,South Africa,LTBI prevalence - IGRA,Site,12,18,"3,233","6,037",0.5355,,,Both,Trial (epidemiological),,"
?Baseline",2000,2000,"
?SATVI ACS"
SATVI,South Africa,LTBI prevalence - IGRA,Site,12,12,25,52,0.4808,,,Both,Trial (epidemiological),,"
?Baseline",2000,2000,"
SATVI ACS?"
SATVI,South Africa,LTBI prevalence - IGRA,Site,13,13,339,760,0.4461,,,Both,Trial (epidemiological),,"
?Baseline",2000,2000,"
SATVI ACS?"
SATVI,South Africa,LTBI prevalence - IGRA,Site,14,14,619,"1,253",0.4940,,,Both,Trial (epidemiological),,"
?Baseline",2000,2000,"
SATVI ACS?"
SATVI,South Africa,LTBI prevalence - IGRA,Site,15,15,742,"1,362",0.5448,,,Both,Trial (epidemiological),,"
?Baseline",2000,2000,"
SATVI ACS?"
SATVI,South Africa,LTBI prevalence - IGRA,Site,16,16,699,"1,230",0.5683,,,Both,Trial (epidemiological),,"
?Baseline",2000,2000,"
SATVI ACS?"
SATVI,South Africa,LTBI prevalence - IGRA,Site,17,17,510,901,0.5660,,,Both,Trial (epidemiological),,"
?Baseline",2000,2000,"
SATVI ACS?"
SATVI,South Africa,LTBI prevalence - IGRA,Site,18,18,299,479,0.6242,,,Both,Trial (epidemiological),,"
?Baseline",2000,2000,"
SATVI ACS?"
SATVI,South Africa,LTBI prevalence - IGRA,Site,12,18,"2,670","5,244",0.5090,Numerator estimated from percent and denominator,,Both,Trial (epidemiological),,,2011,2011,"
?Mahomed 2011 The Tuberculin Skin Test versus QuantiFERON TB Gold® in Predicting Tuberculosis Disease in an Adolescent Cohort Study in South Africa"
SATVI,South Africa,LTBI prevalence - IGRA,Site,18,50,175,408,0.4289,,,Both,Trial (clinical),,"
?No age data available to determine mean age of infection",2015 05 20,2015 05 20,"
C-035-456?"
SATVI,South Africa,LTBI prevalence - IGRA,Site,0,0,14,268,0.0522,,,Both,Trial (clinical),,"
?0.33 yo is mean age of infection",2011,2012,"
?C-029-402
?"
SATVI,South Africa,LTBI prevalence - IGRA,Site,0,0,0,7,0.0000,,,Both,Trial (clinical),,"
?Cohort 5; age 84-98 days",2015 07 15,2015 07 15,"
C-015-404 ?"
SATVI,South Africa,LTBI prevalence - IGRA,Site,18,52,678,877,0.7731,,,Both,Trial (clinical),,"
?29.27 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
?TB018"
SATVI,South Africa,LTBI prevalence - IGRA,Site,18,52,402,530,0.7585,,,Female only,Trial (clinical),,"
?29.27 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
?TB018"
SATVI,South Africa,LTBI prevalence - IGRA,Site,18,52,276,347,0.7954,,,Male only,Trial (clinical),,"
?29.27 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
?TB018"
SATVI,South Africa,LTBI prevalence - IGRA,Site,18,22,165,244,0.6762,,,Both,Trial (clinical),,"
?29.27 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
?TB018"
SATVI,South Africa,LTBI prevalence - IGRA,Site,23,27,155,189,0.8201,,,Both,Trial (clinical),,"
?29.27 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
?TB018"
SATVI,South Africa,LTBI prevalence - IGRA,Site,28,32,108,134,0.8060,,,Both,Trial (clinical),,"
?29.27 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
?TB018"
SATVI,South Africa,LTBI prevalence - IGRA,Site,33,37,89,114,0.7807,,,Both,Trial (clinical),,"
?29.27 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
?TB018"
SATVI,South Africa,LTBI prevalence - IGRA,Site,38,42,59,75,0.7867,,,Both,Trial (clinical),,"
?29.27 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
?TB018"
SATVI,South Africa,LTBI prevalence - IGRA,Site,43,47,75,89,0.8427,,,Both,Trial (clinical),,"
?29.27 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
?TB018"
SATVI,South Africa,LTBI prevalence - IGRA,Site,48,52,17,22,0.7727,,,Both,Trial (clinical),,"
?29.27 yo is mean age of infection",2015 07 01 ,2015 07 01 ,"
?TB018"
SATVI,South Africa,LTBI prevalence - IGRA,Site,18,50,0,228,0.0000,,,Both,Trial (clinical),,"
   ",2015 05 12,2015 05 12,"
IDRI-114?"
SATVI,South Africa,LTBI prevalence - TST,Site,12,18,"3,115","5,661",0.5503,,,Both,Trial (epidemiological),,"
?Baseline; TST induration =>5mm",2000,2000,"
?SATVI ACS"
SATVI,South Africa,LTBI prevalence - TST,Site,12,12,26,61,0.4262,,,Both,Trial (epidemiological),,"
?Baseline; TST induration =>5mm",2000,2000,"
??SATVI ACS"
SATVI,South Africa,LTBI prevalence - TST,Site,13,13,328,727,0.4512,,,Both,Trial (epidemiological),,"
?Baseline; TST induration =>5mm",2000,2000,"
SATVI ACS?"
SATVI,South Africa,LTBI prevalence - TST,Site,14,14,591,"1,167",0.5064,,,Both,Trial (epidemiological),,"
?Baseline; TST induration =>5mm",2000,2000,"
SATVI ACS?"
SATVI,South Africa,LTBI prevalence - TST,Site,15,15,704,"1,246",0.5650,,,Both,Trial (epidemiological),,"
?Baseline; TST induration =>5mm",2000,2000,"
SATVI ACS?"
SATVI,South Africa,LTBI prevalence - TST,Site,16,16,676,"1,168",0.5788,,,Both,Trial (epidemiological),,"
?Baseline; TST induration =>5mm",2000,2000,"
SATVI ACS?"
SATVI,South Africa,LTBI prevalence - TST,Site,17,17,491,854,0.5749,,,Both,Trial (epidemiological),,"
?Baseline; TST induration =>5mm",2000,2000,"
SATVI ACS?"
SATVI,South Africa,LTBI prevalence - TST,Site,18,18,299,438,0.6827,,,Both,Trial (epidemiological),,"
?Baseline; TST induration =>5mm",2000,2000,"
SATVI ACS?"
SATVI,South Africa,LTBI prevalence - TST,Site,12,18,"2,203","5,244",0.4200,Numerator estimated from percent and denominator,,Both,Trial (epidemiological),,"
?TST induration =>10mm",2011,2011,"
?Mahomed 2011 The Tuberculin Skin Test versus QuantiFERON TB Gold® in Predicting Tuberculosis Disease in an Adolescent Cohort Study in South Africa"
SATVI,South Africa,TB incidence,Site,0,0,9,70,0.1286,,PTB,Both,High-risk population (healthcare setting);#Trial (epidemiological),,"
?Among NTM+ participants
19 months median age",2006,2009,"
NTM presentation?"
SATVI,South Africa,TB incidence,Site,0,0,6,20,0.3000,,PTB,Both,LTBI+ population;#Trial (epidemiological),,"
8 months median age",2012,2012,"
NTM presentation?"
